page_no,block_no,line_no,line,size,font_name,bbox_left,bbox_top,bbox_right,bbox_bottom
0,18,10,€0.5bn,[7.0],['KTWYDH+VodafoneLt-Regular'],230.44509887695312,726.8666381835938,250.0030975341797,734.7066040039062
0,18,11,(includes partner markets,[7.0],['KTWYDH+VodafoneLt-Regular'],183.32110595703125,734.3636474609375,250.0072784423828,742.20361328125
0,18,12,and common functions)|||4,"[7.0, 4.080999851226807]","['KTWYDH+VodafoneLt-Regular', 'KTWYDH+VodafoneRg-Regular']",185.4001007080078,741.8606567382812,248.56504821777344,749.7006225585938
0,1,0,Rest of the World,[9.5],['KTWYDH+VodafoneRg-Bold'],171.40280151367188,527.39892578125,235.1203155517578,538.0389404296875
0,1,1,22%,[16.0],['KTWYDH+VodafoneRg-Bold'],171.40280151367188,535.383544921875,198.18359375,553.3035888671875
0,2,0,Europe,[9.5],['KTWYDH+VodafoneRg-Bold'],131.94430541992188,527.39892578125,159.316650390625,538.0389404296875
0,2,1,76%,[16.0],['KTWYDH+VodafoneRg-Bold'],133.2012939453125,535.383544921875,159.31649780273438,553.3035888671875
0,18,1,Other,[9.5],['KTWYDH+VodafoneRg-Bold'],226.40570068359375,700.7721557617188,248.56065368652344,711.4121704101562
0,18,2,2%,[16.0],['KTWYDH+VodafoneRg-Bold'],229.43260192871094,708.7567138671875,248.568603515625,726.6767578125
0,4,0,Group service revenues (IAS 18 basis),[12.0],['KTWYDH+VodafoneRg-Bold'],73.70079803466797,504.605712890625,250.8196258544922,518.0457153320312
0,5,0,Where we operate,[30.0],['KTWYDH+VodafoneRg-Bold'],68.03150177001953,80.884033203125,279.62451171875,114.4840316772461
0,6,0,We manage our business across two geographic regions –,[12.0],['KTWYDH+VodafoneLt-Regular'],68.03150177001953,125.08403015136719,312.03948974609375,138.52403259277344
0,6,1,"Europe, and Rest of the World (‘RoW’)",[12.0],['KTWYDH+VodafoneLt-Regular'],68.031494140625,138.0800018310547,221.3782958984375,151.52000427246094
0,11,4,Mobile,[6.5],['KTWYDH+VodafoneLt-Regular'],369.0790100097656,541.847900390625,386.6549987792969,549.1278686523438
0,11,5,customers,[6.5],['KTWYDH+VodafoneLt-Regular'],358.7635192871094,548.848388671875,386.6517333984375,556.1283569335938
0,11,6,(m),[6.5],['KTWYDH+VodafoneLt-Regular'],377.1455078125,555.848876953125,385.322509765625,563.1288452148438
0,8,0,Mobile,[6.5],['KTWYDH+VodafoneLt-Regular'],400.259521484375,527.846923828125,417.8329162597656,535.1268920898438
0,8,1,revenue,[6.5],['KTWYDH+VodafoneLt-Regular'],396.84051513671875,534.847412109375,417.83544921875,542.1273803710938
0,8,2,market,[6.5],['KTWYDH+VodafoneLt-Regular'],399.4275207519531,541.847900390625,418.7130126953125,549.1278686523438
0,8,3,share,[6.5],['KTWYDH+VodafoneLt-Regular'],403.3600158691406,548.848388671875,417.83551025390625,556.1283569335938
0,8,4,(%)|||8,"[6.5, 3.7894999980926514]","['KTWYDH+VodafoneLt-Regular', 'KTWYDH+VodafoneLt-Regular']",408.82000732421875,555.848876953125,418.486328125,563.1288452148438
0,10,5,Fixed,[6.5],['KTWYDH+VodafoneLt-Regular'],438.01019287109375,534.847900390625,451.8532409667969,542.1278686523438
0,10,6,broadband,[6.5],['KTWYDH+VodafoneLt-Regular'],424.35369873046875,541.848388671875,451.85125732421875,549.1283569335938
0,10,7,customers,[6.5],['KTWYDH+VodafoneLt-Regular'],425.06219482421875,548.848876953125,451.8454284667969,556.1288452148438
0,10,8,(m),[6.5],['KTWYDH+VodafoneLt-Regular'],442.3392028808594,555.849365234375,450.5162048339844,563.1293334960938
0,10,0,Fixed,[6.5],['KTWYDH+VodafoneLt-Regular'],469.1907043457031,527.847412109375,483.9067077636719,535.1273803710938
0,10,1,revenue,[6.5],['KTWYDH+VodafoneLt-Regular'],462.0342102050781,534.847900390625,483.0291442871094,542.1278686523438
0,10,2,market,[6.5],['KTWYDH+VodafoneLt-Regular'],464.6212158203125,541.848388671875,483.9067077636719,549.1283569335938
0,10,3,share,[6.5],['KTWYDH+VodafoneLt-Regular'],468.5537109375,548.848876953125,483.0292053222656,556.1288452148438
0,10,4,(%)|||8,"[6.5, 3.7894999980926514]","['KTWYDH+VodafoneLt-Regular', 'KTWYDH+VodafoneLt-Regular']",474.0137023925781,555.849365234375,483.6832275390625,563.1293334960938
0,11,0,Consumer,[6.5],['KTWYDH+VodafoneLt-Regular'],490.73040771484375,534.847900390625,517.047607421875,542.1278686523438
0,11,1,converged,[6.5],['KTWYDH+VodafoneLt-Regular'],490.1324157714844,541.848388671875,517.0443725585938,549.1283569335938
0,11,2,customers,[6.5],['KTWYDH+VodafoneLt-Regular'],490.2624206542969,548.848876953125,517.0489501953125,556.1288452148438
0,11,3,(m),[6.5],['KTWYDH+VodafoneLt-Regular'],506.4344177246094,555.849365234375,515.7163696289062,563.1293334960938
0,12,0,Convergence,[6.5],['KTWYDH+VodafoneLt-Regular'],520.5588989257812,541.848388671875,553.896728515625,549.1283569335938
0,12,1,penetration,[6.5],['KTWYDH+VodafoneLt-Regular'],524.52392578125,548.848876953125,552.5650634765625,556.1288452148438
0,12,2,(%)|||9,"[6.5, 3.7894999980926514]","['KTWYDH+VodafoneLt-Regular', 'KTWYDH+VodafoneLt-Regular']",544.9014282226562,555.849365234375,554.5493774414062,563.1293334960938
0,13,0,Germany,[9.5],['KTWYDH+VodafoneRg-Bold'],285.1643981933594,572.6154174804688,320.69439697265625,583.2554321289062
